[2024-11-23T21:15:00.605+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:00.923+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:01.244+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:01.565+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:01.881+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:02.182+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:03.054+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:03.366+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:03.726+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:04.043+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:04.345+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:04.665+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:04.960+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:05.280+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:05.609+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:05.918+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:06.236+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:06.552+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:06.884+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:07.188+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:07.500+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:07.817+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:08.155+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:08.469+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:08.782+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:09.100+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:09.412+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:10.223+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/funding_data_11_23_2024.csv
[2024-11-23T21:15:10.554+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:10.872+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:11.201+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:11.526+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:11.864+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:12.187+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:12.501+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:12.810+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:13.149+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:13.480+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:13.794+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:14.126+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:14.452+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:14.771+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:15.085+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:15.451+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:15.758+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:16.078+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:16.388+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:16.690+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:17.011+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:17.342+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:17.655+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:18.004+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:18.357+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:18.685+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:19.023+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-23T21:15:19.369+0000] {usa_spending_extraction_script.py:39} ERROR - Error fetching page 1: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
